0,2021,2020,2019,2018,2017,2016,2015,2014
资产总计,7.42亿,6.76亿,13.88亿,14.21亿,14.93亿,1.93亿,1.65亿,1.17亿
负债总计,6.72亿,4.77亿,12.63亿,13.38亿,14.43亿,1.58亿,1.39亿,9381.47万
